Reporting country,Reference period,Item,Item code,Value,Date of extraction (yyyymmdd),Number of submissions per reporting country (NCA) and reference date
ICELAND,2018 Q1,Best Estimate,R0630,23.97,20190319,8
ICELAND,2018 Q1,Technical provisions calculated as a whole,R0620,0.00,20190319,8
ICELAND,2018 Q1,Assets held for index-linked and unit-linked contracts,R0220,50.13,20190319,8
ICELAND,2018 Q1,Technical provisions - health (similar to life),R0610,24.95,20190319,8
ICELAND,2018 Q1,Technical provisions - life (excluding index-linked and unit-linked),R0600,40.24,20190319,8
ICELAND,2018 Q1,Other investments,R0210,0.00,20190319,8
ICELAND,2018 Q1,Pension benefit surplus,R0050,0.00,20190319,8
ICELAND,2018 Q1,Risk margin,R0590,4.15,20190319,8
ICELAND,2018 Q1,Best Estimate,R0580,115.67,20190319,8
ICELAND,2018 Q1,Deposits other than cash equivalents,R0200,9.69,20190319,8
ICELAND,2018 Q1,Technical provisions calculated as a whole,R0570,0.00,20190319,8
ICELAND,2018 Q1,Financial liabilities other than debts owed to credit institutions,R0810,0.00,20190319,8
ICELAND,2018 Q1,Technical provisions - health (similar to non-life),R0560,119.82,20190319,8
ICELAND,2018 Q1,Derivatives,R0190,0.04,20190319,8
ICELAND,2018 Q1,Deferred tax assets,R0040,3.11,20190319,8
ICELAND,2018 Q1,Risk margin,R0550,17.86,20190319,8
ICELAND,2018 Q1,Subordinated liabilities,R0850,39.22,20190319,8
ICELAND,2018 Q1,Best Estimate,R0540,556.77,20190319,8
ICELAND,2018 Q1,Collective Investments Undertakings,R0180,176.31,20190319,8
ICELAND,2018 Q2,Technical provisions calculated as a whole,R0530,0.00,20190319,8
ICELAND,2018 Q2,Technical provisions – non-life (excluding health),R0520,568.00,20190319,8
ICELAND,2018 Q2,Collateralised securities,R0170,0.86,20190319,8
ICELAND,2018 Q2,Intangible assets,R0030,0.00,20190319,8
ICELAND,2018 Q2,Technical provisions – non-life,R0510,682.30,20190319,8
ICELAND,2018 Q2,Total assets,R0500,1287.73,20190319,8
ICELAND,2018 Q2,Structured notes,R0160,0.00,20190319,8
ICELAND,2018 Q2,"Any other assets, not elsewhere shown",R0420,6.69,20190319,8
ICELAND,2018 Q2,Cash and cash equivalents,R0410,39.56,20190319,8
ICELAND,2018 Q2,Corporate Bonds,R0150,156.60,20190319,8
ICELAND,2018 Q2,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,0.00,20190319,8
ICELAND,2018 Q2,Own shares (held directly),R0390,1.09,20190319,8
ICELAND,2018 Q2,Government Bonds,R0140,256.65,20190319,8
ICELAND,2018 Q2,"Receivables (trade, not insurance)",R0380,7.60,20190319,8
ICELAND,2018 Q2,Reinsurance receivables,R0370,0.64,20190319,8
ICELAND,2018 Q2,Bonds,R0130,414.11,20190319,8
ICELAND,2018 Q2,Insurance and intermediaries receivables,R0360,206.23,20190319,8
ICELAND,2018 Q2,Deposits to cedants,R0350,0.00,20190319,8
ICELAND,2018 Q2,Equities - unlisted,R0120,60.07,20190319,8
ICELAND,2018 Q2,Life index-linked and unit-linked,R0340,0.00,20190319,8
ICELAND,2018 Q2,Life excluding health and index-linked and unit-linked,R0330,1.16,20190319,8
ICELAND,2018 Q2,Equities - listed,R0110,146.17,20190319,8
ICELAND,2018 Q2,"Payables (trade, not insurance)",R0840,10.89,20190319,8
ICELAND,2018 Q2,Reinsurance payables,R0830,3.55,20190319,8
ICELAND,2018 Q2,Health similar to life,R0320,4.32,20190319,8
ICELAND,2018 Q2,Insurance & intermediaries payables,R0820,23.93,20190319,8
ICELAND,2018 Q2,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,5.47,20190319,8
ICELAND,2018 Q2,Equities,R0100,206.24,20190319,8
ICELAND,2018 Q2,Debts owed to credit institutions,R0800,0.21,20190319,8
ICELAND,2018 Q2,Derivatives,R0790,0.00,20190319,8
ICELAND,2018 Q2,Health similar to non-life,R0300,0.72,20190319,8
ICELAND,2018 Q2,Financial liabilities other than debts owed to credit institutions,R0810,0.00,20190319,8
ICELAND,2018 Q2,Deferred tax liabilities,R0780,0.17,20190319,8
ICELAND,2018 Q2,Deposits from reinsurers,R0770,0.00,20190319,8
ICELAND,2018 Q2,Non-life excluding health,R0290,23.67,20190319,8
ICELAND,2018 Q2,"Holdings in related undertakings, including participations",R0090,76.09,20190319,8
ICELAND,2018 Q2,Pension benefit obligations,R0760,0.07,20190319,8
ICELAND,2018 Q2,Provisions other than technical provisions,R0750,3.30,20190319,8
ICELAND,2018 Q2,Non-life and health similar to non-life,R0280,24.39,20190319,8
ICELAND,2018 Q2,Contingent liabilities,R0740,0.00,20190319,8
ICELAND,2018 Q2,Risk margin,R0720,0.00,20190319,8
ICELAND,2018 Q2,Reinsurance recoverables from:,R0270,29.86,20190319,8
ICELAND,2018 Q2,Property (other than for own use),R0080,0.46,20190319,8
ICELAND,2018 Q2,Best Estimate,R0710,7.33,20190319,8
ICELAND,2018 Q2,Technical provisions calculated as a whole,R0700,43.83,20190319,8
ICELAND,2018 Q2,Other loans and mortgages,R0260,19.02,20190319,8
ICELAND,2018 Q2,Technical provisions – index-linked and unit-linked,R0690,51.16,20190319,8
ICELAND,2018 Q2,Risk margin,R0680,1.08,20190319,8
ICELAND,2018 Q2,Loans and mortgages to individuals,R0250,9.59,20190319,8
ICELAND,2018 Q2,Investments (other than assets held for index-linked and unit-linked contracts),R0070,899.84,20190319,8
ICELAND,2018 Q2,Best Estimate,R0670,12.66,20190319,8
ICELAND,2018 Q2,Technical provisions calculated as a whole,R0660,0.00,20190319,8
ICELAND,2018 Q2,Loans on policies,R0240,0.00,20190319,8
ICELAND,2018 Q2,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,13.74,20190319,8
ICELAND,2018 Q2,Risk margin,R0640,1.31,20190319,8
ICELAND,2018 Q2,Loans and mortgages,R0230,28.61,20190319,8
ICELAND,2018 Q2,"Property, plant & equipment held for own use",R0060,12.73,20190319,8
ICELAND,2018 Q2,Best Estimate,R0630,22.61,20190319,8
ICELAND,2018 Q2,Technical provisions calculated as a whole,R0620,0.00,20190319,8
ICELAND,2018 Q2,Assets held for index-linked and unit-linked contracts,R0220,51.16,20190319,8
ICELAND,2018 Q2,Technical provisions - health (similar to life),R0610,23.93,20190319,8
ICELAND,2018 Q2,Technical provisions - life (excluding index-linked and unit-linked),R0600,37.67,20190319,8
ICELAND,2018 Q2,Other investments,R0210,0.00,20190319,8
ICELAND,2018 Q2,Pension benefit surplus,R0050,0.00,20190319,8
ICELAND,2018 Q2,Risk margin,R0590,4.37,20190319,8
ICELAND,2018 Q2,Best Estimate,R0580,109.93,20190319,8
ICELAND,2018 Q2,Deposits other than cash equivalents,R0200,9.97,20190319,8
ICELAND,2018 Q2,Technical provisions calculated as a whole,R0570,0.00,20190319,8
ICELAND,2018 Q2,Technical provisions - health (similar to non-life),R0560,114.30,20190319,8
ICELAND,2018 Q2,Derivatives,R0190,0.03,20190319,8
ICELAND,2018 Q2,Deferred tax assets,R0040,3.73,20190319,8
ICELAND,2018 Q2,Subordinated liabilities,R0850,38.89,20190319,8
ICELAND,2018 Q2,Risk margin,R0550,18.64,20190319,8
ICELAND,2018 Q2,Best Estimate,R0540,549.35,20190319,8
ICELAND,2018 Q2,Collective Investments Undertakings,R0180,192.94,20190319,8
ICELAND,2018 Q2,Subordinated liabilities in Basic Own Funds,R0870,38.89,20190319,8
ICELAND,2018 Q2,Total liabilities,R0900,861.60,20190319,8
ICELAND,2018 Q2,Excess of assets over liabilities,R1000,426.13,20190319,8
ICELAND,2018 Q2,Subordinated liabilities not in Basic Own Funds,R0860,0.00,20190319,8
ICELAND,2018 Q2,"Any other liabilities, not elsewhere shown",R0880,9.46,20190319,8
ICELAND,2018 Q3,Excess of assets over liabilities,R1000,410.27,20190319,8
ICELAND,2018 Q3,Subordinated liabilities in Basic Own Funds,R0870,37.57,20190319,8
ICELAND,2018 Q3,"Any other liabilities, not elsewhere shown",R0880,9.80,20190319,8
ICELAND,2018 Q3,Total liabilities,R0900,807.70,20190319,8
ICELAND,2018 Q3,Subordinated liabilities not in Basic Own Funds,R0860,0.00,20190319,8
ICELAND,2018 Q3,Intangible assets,R0030,0.00,20190319,8
ICELAND,2018 Q3,Collateralised securities,R0170,0.86,20190319,8
ICELAND,2018 Q3,Technical provisions – non-life (excluding health),R0520,531.50,20190319,8
ICELAND,2018 Q3,Technical provisions – non-life,R0510,632.22,20190319,8
ICELAND,2018 Q3,Structured notes,R0160,0.00,20190319,8
ICELAND,2018 Q3,Total assets,R0500,1217.97,20190319,8
ICELAND,2018 Q3,"Any other assets, not elsewhere shown",R0420,8.24,20190319,8
ICELAND,2018 Q3,Corporate Bonds,R0150,168.88,20190319,8
ICELAND,2018 Q3,Cash and cash equivalents,R0410,46.73,20190319,8
ICELAND,2018 Q3,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,0.00,20190319,8
ICELAND,2018 Q3,Government Bonds,R0140,238.21,20190319,8
ICELAND,2018 Q3,Own shares (held directly),R0390,4.03,20190319,8
ICELAND,2018 Q3,"Receivables (trade, not insurance)",R0380,8.32,20190319,8
ICELAND,2018 Q3,Bonds,R0130,407.94,20190319,8
ICELAND,2018 Q3,Reinsurance receivables,R0370,0.30,20190319,8
ICELAND,2018 Q3,Insurance and intermediaries receivables,R0360,179.01,20190319,8
ICELAND,2018 Q3,Equities - unlisted,R0120,45.80,20190319,8
ICELAND,2018 Q3,Deposits to cedants,R0350,0.00,20190319,8
ICELAND,2018 Q3,Life index-linked and unit-linked,R0340,0.00,20190319,8
ICELAND,2018 Q3,Equities - listed,R0110,153.10,20190319,8
ICELAND,2018 Q3,Life excluding health and index-linked and unit-linked,R0330,1.16,20190319,8
ICELAND,2018 Q3,Subordinated liabilities,R0850,37.57,20190319,8
ICELAND,2018 Q3,"Payables (trade, not insurance)",R0840,10.97,20190319,8
ICELAND,2018 Q3,Health similar to life,R0320,4.06,20190319,8
ICELAND,2018 Q3,Reinsurance payables,R0830,2.89,20190319,8
ICELAND,2018 Q3,Insurance & intermediaries payables,R0820,23.82,20190319,8
ICELAND,2018 Q3,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,5.22,20190319,8
ICELAND,2018 Q3,Financial liabilities other than debts owed to credit institutions,R0810,0.00,20190319,8
ICELAND,2018 Q3,Debts owed to credit institutions,R0800,0.00,20190319,8
ICELAND,2018 Q3,Health similar to non-life,R0300,0.64,20190319,8
ICELAND,2018 Q3,Derivatives,R0790,0.14,20190319,8
ICELAND,2018 Q3,Equities,R0100,198.91,20190319,8
ICELAND,2018 Q3,Deferred tax liabilities,R0780,0.13,20190319,8
ICELAND,2018 Q3,"Holdings in related undertakings, including participations",R0090,55.25,20190319,8
ICELAND,2018 Q3,Non-life excluding health,R0290,19.99,20190319,8
ICELAND,2018 Q3,Deposits from reinsurers,R0770,0.00,20190319,8
ICELAND,2018 Q3,Pension benefit obligations,R0760,0.07,20190319,8
ICELAND,2018 Q3,Non-life and health similar to non-life,R0280,20.63,20190319,8
ICELAND,2018 Q3,Provisions other than technical provisions,R0750,3.50,20190319,8
ICELAND,2018 Q3,Contingent liabilities,R0740,0.00,20190319,8
ICELAND,2018 Q3,Property (other than for own use),R0080,0.00,20190319,8
ICELAND,2018 Q3,Reinsurance recoverables from:,R0270,25.85,20190319,8
ICELAND,2018 Q3,Risk margin,R0720,0.00,20190319,8
ICELAND,2018 Q3,Best Estimate,R0710,7.31,20190319,8
ICELAND,2018 Q3,Other loans and mortgages,R0260,14.33,20190319,8
ICELAND,2018 Q3,Technical provisions calculated as a whole,R0700,43.41,20190319,8
ICELAND,2018 Q3,Technical provisions – index-linked and unit-linked,R0690,50.72,20190319,8
ICELAND,2018 Q3,Investments (other than assets held for index-linked and unit-linked contracts),R0070,857.64,20190319,8
ICELAND,2018 Q3,Loans and mortgages to individuals,R0250,8.66,20190319,8
ICELAND,2018 Q3,Risk margin,R0680,0.83,20190319,8
ICELAND,2018 Q3,Best Estimate,R0670,12.36,20190319,8
ICELAND,2018 Q3,Loans on policies,R0240,0.00,20190319,8
ICELAND,2018 Q3,Technical provisions calculated as a whole,R0660,0.00,20190319,8
ICELAND,2018 Q3,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,13.19,20190319,8
ICELAND,2018 Q3,"Property, plant & equipment held for own use",R0060,13.03,20190319,8
ICELAND,2018 Q3,Loans and mortgages,R0230,22.99,20190319,8
ICELAND,2018 Q3,Risk margin,R0640,1.00,20190319,8
ICELAND,2018 Q3,Best Estimate,R0630,21.69,20190319,8
ICELAND,2018 Q3,Assets held for index-linked and unit-linked contracts,R0220,50.72,20190319,8
ICELAND,2018 Q3,Technical provisions calculated as a whole,R0620,0.00,20190319,8
ICELAND,2018 Q3,Technical provisions - health (similar to life),R0610,22.69,20190319,8
ICELAND,2018 Q3,Pension benefit surplus,R0050,0.00,20190319,8
ICELAND,2018 Q3,Other investments,R0210,0.00,20190319,8
ICELAND,2018 Q3,Technical provisions - life (excluding index-linked and unit-linked),R0600,35.88,20190319,8
ICELAND,2018 Q3,Risk margin,R0590,3.99,20190319,8
ICELAND,2018 Q3,Deposits other than cash equivalents,R0200,10.03,20190319,8
ICELAND,2018 Q3,Best Estimate,R0580,96.72,20190319,8
ICELAND,2018 Q3,Technical provisions calculated as a whole,R0570,0.00,20190319,8
ICELAND,2018 Q3,Deferred tax assets,R0040,1.11,20190319,8
ICELAND,2018 Q3,Derivatives,R0190,0.02,20190319,8
ICELAND,2018 Q3,Technical provisions - health (similar to non-life),R0560,100.71,20190319,8
ICELAND,2018 Q3,Risk margin,R0550,17.67,20190319,8
ICELAND,2018 Q3,Collective Investments Undertakings,R0180,185.49,20190319,8
ICELAND,2018 Q3,Best Estimate,R0540,513.83,20190319,8
ICELAND,2018 Q3,Technical provisions calculated as a whole,R0530,0.00,20190319,8
ICELAND,2018 Q4,Intangible assets,R0030,0.00,20190319,8
ICELAND,2018 Q4,Collateralised securities,R0170,0.85,20190319,8
ICELAND,2018 Q4,Technical provisions – non-life (excluding health),R0520,488.84,20190319,8
ICELAND,2018 Q4,Technical provisions – non-life,R0510,578.13,20190319,8
ICELAND,2018 Q4,Structured notes,R0160,0.00,20190319,8
ICELAND,2018 Q4,Total assets,R0500,1154.55,20190319,8
ICELAND,2018 Q4,"Any other assets, not elsewhere shown",R0420,5.77,20190319,8
ICELAND,2018 Q4,Corporate Bonds,R0150,170.99,20190319,8
ICELAND,2018 Q4,Cash and cash equivalents,R0410,38.62,20190319,8
ICELAND,2018 Q4,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,0.00,20190319,8
ICELAND,2018 Q4,Government Bonds,R0140,237.07,20190319,8
ICELAND,2018 Q4,Own shares (held directly),R0390,7.17,20190319,8
ICELAND,2018 Q4,"Receivables (trade, not insurance)",R0380,3.68,20190319,8
ICELAND,2018 Q4,Bonds,R0130,408.91,20190319,8
ICELAND,2018 Q4,Reinsurance receivables,R0370,0.98,20190319,8
ICELAND,2018 Q4,Insurance and intermediaries receivables,R0360,141.07,20190319,8
ICELAND,2018 Q4,Equities - unlisted,R0120,35.98,20190319,8
ICELAND,2018 Q4,Deposits to cedants,R0350,0.00,20190319,8
ICELAND,2018 Q4,Life index-linked and unit-linked,R0340,0.00,20190319,8
ICELAND,2018 Q4,Equities - listed,R0110,140.76,20190319,8
ICELAND,2018 Q4,Life excluding health and index-linked and unit-linked,R0330,1.00,20190319,8
ICELAND,2018 Q4,"Payables (trade, not insurance)",R0840,9.18,20190319,8
ICELAND,2018 Q4,Health similar to life,R0320,3.92,20190319,8
ICELAND,2018 Q4,Reinsurance payables,R0830,1.83,20190319,8
ICELAND,2018 Q4,Insurance & intermediaries payables,R0820,18.55,20190319,8
ICELAND,2018 Q4,Equities,R0100,176.74,20190319,8
ICELAND,2018 Q4,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,4.92,20190319,8
ICELAND,2018 Q4,Financial liabilities other than debts owed to credit institutions,R0810,0.00,20190319,8
ICELAND,2018 Q4,Debts owed to credit institutions,R0800,0.00,20190319,8
ICELAND,2018 Q4,Health similar to non-life,R0300,0.48,20190319,8
ICELAND,2018 Q4,Derivatives,R0790,0.00,20190319,8
ICELAND,2018 Q4,Deferred tax liabilities,R0780,1.21,20190319,8
ICELAND,2018 Q4,"Holdings in related undertakings, including participations",R0090,78.28,20190319,8
ICELAND,2018 Q4,Non-life excluding health,R0290,19.12,20190319,8
ICELAND,2018 Q4,Deposits from reinsurers,R0770,0.00,20190319,8
ICELAND,2018 Q4,Pension benefit obligations,R0760,0.07,20190319,8
ICELAND,2018 Q4,Non-life and health similar to non-life,R0280,19.60,20190319,8
ICELAND,2018 Q4,Provisions other than technical provisions,R0750,3.62,20190319,8
ICELAND,2018 Q4,Contingent liabilities,R0740,0.00,20190319,8
ICELAND,2018 Q4,Property (other than for own use),R0080,0.00,20190319,8
ICELAND,2018 Q4,Reinsurance recoverables from:,R0270,24.52,20190319,8
ICELAND,2018 Q4,Risk margin,R0720,0.00,20190319,8
ICELAND,2018 Q4,Best Estimate,R0710,6.53,20190319,8
ICELAND,2018 Q4,Other loans and mortgages,R0260,13.24,20190319,8
ICELAND,2018 Q4,Technical provisions calculated as a whole,R0700,39.18,20190319,8
ICELAND,2018 Q4,Technical provisions – index-linked and unit-linked,R0690,45.71,20190319,8
ICELAND,2018 Q4,Investments (other than assets held for index-linked and unit-linked contracts),R0070,851.24,20190319,8
ICELAND,2018 Q4,Loans and mortgages to individuals,R0250,7.91,20190319,8
ICELAND,2018 Q4,Risk margin,R0680,0.76,20190319,8
ICELAND,2018 Q4,Best Estimate,R0670,10.06,20190319,8
ICELAND,2018 Q4,Loans on policies,R0240,0.00,20190319,8
ICELAND,2018 Q4,Technical provisions calculated as a whole,R0660,0.00,20190319,8
ICELAND,2018 Q4,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,10.83,20190319,8
ICELAND,2018 Q4,"Property, plant & equipment held for own use",R0060,13.06,20190319,8
ICELAND,2018 Q4,Loans and mortgages,R0230,21.15,20190319,8
ICELAND,2018 Q4,Risk margin,R0640,1.02,20190319,8
ICELAND,2018 Q4,Best Estimate,R0630,20.66,20190319,8
ICELAND,2018 Q4,Assets held for index-linked and unit-linked contracts,R0220,45.71,20190319,8
ICELAND,2018 Q4,Technical provisions calculated as a whole,R0620,0.00,20190319,8
ICELAND,2018 Q4,Technical provisions - health (similar to life),R0610,21.68,20190319,8
ICELAND,2018 Q4,Pension benefit surplus,R0050,0.00,20190319,8
ICELAND,2018 Q4,Other investments,R0210,0.00,20190319,8
ICELAND,2018 Q4,Technical provisions - life (excluding index-linked and unit-linked),R0600,32.51,20190319,8
ICELAND,2018 Q4,Risk margin,R0590,3.91,20190319,8
ICELAND,2018 Q4,Deposits other than cash equivalents,R0200,10.02,20190319,8
ICELAND,2018 Q4,Best Estimate,R0580,85.37,20190319,8
ICELAND,2018 Q4,Technical provisions calculated as a whole,R0570,0.00,20190319,8
ICELAND,2018 Q4,Deferred tax assets,R0040,1.58,20190319,8
ICELAND,2018 Q4,Derivatives,R0190,0.10,20190319,8
ICELAND,2018 Q4,Technical provisions - health (similar to non-life),R0560,89.29,20190319,8
ICELAND,2018 Q4,Risk margin,R0550,16.21,20190319,8
ICELAND,2018 Q4,Collective Investments Undertakings,R0180,177.19,20190319,8
ICELAND,2018 Q4,Best Estimate,R0540,472.63,20190319,8
ICELAND,2018 Q4,Technical provisions calculated as a whole,R0530,0.00,20190319,8
ICELAND,2018 Q4,Total liabilities,R0900,740.21,20190319,8
ICELAND,2018 Q4,Excess of assets over liabilities,R1000,414.35,20190319,8
ICELAND,2018 Q4,Subordinated liabilities not in Basic Own Funds,R0860,0.00,20190319,8
ICELAND,2018 Q4,Subordinated liabilities in Basic Own Funds,R0870,36.69,20190319,8
ICELAND,2018 Q4,Subordinated liabilities,R0850,36.69,20190319,8
ICELAND,2018 Q4,"Any other liabilities, not elsewhere shown",R0880,12.71,20190319,8
IRELAND,2016 Q3,Technical provisions – non-life,R0510,44787.84,20190319,195
IRELAND,2016 Q3,Bonds,R0130,60245.88,20190319,195
IRELAND,2016 Q3,Government Bonds,R0140,30952.54,20190319,195
IRELAND,2016 Q3,Best Estimate,R0670,35260.46,20190319,195
IRELAND,2016 Q3,Own shares (held directly),R0390,0.00,20190319,195
